airport_row_id,monitor_row_id,distance_m,distance_km,distance_band,airport_id,airport_ident,gps_code,local_code,airport_name,airport_type,airport_county_fips,airport_county_name,monitor_id,county_fips,state_name,county_name,monitor_lat,monitor_lon,same_county,is_reid_hillview
7880,329,1483.174668690561,1.483174668690561,1-3 km,3468,KCSG,KCSG,CSG,Columbus Airport,medium_airport,13215,Muscogee,132155000,13215,Georgia,Muscogee,32.503272,-84.942035,TRUE,FALSE
7889,184,4861.960473755768,4.861960473755769,3-5 km,19564,KCUB,KCUB,CUB,Jim Hamilton L.B. Owens Airport,medium_airport,45079,Richland,450790006,45079,South Carolina,Richland,34.007398,-81.02329,TRUE,FALSE
7889,186,2765.842629660339,2.7658426296603387,1-3 km,19564,KCUB,KCUB,CUB,Jim Hamilton L.B. Owens Airport,medium_airport,45079,Richland,450790014,45079,South Carolina,Richland,33.984969,-81.019667,TRUE,FALSE
7889,260,3543.597181500939,3.543597181500939,3-5 km,19564,KCUB,KCUB,CUB,Jim Hamilton L.B. Owens Airport,medium_airport,45079,Richland,450790019,45079,South Carolina,Richland,33.991509,-81.024141,TRUE,FALSE
7907,8,2888.9047918463875,2.8889047918463877,1-3 km,3474,KCXL,KCXL,CXL,Calexico International Airport,small_airport,06025,Imperial,060250005,06025,California,Imperial,32.67618,-115.48307,TRUE,FALSE
7907,231,4065.4016157059536,4.065401615705953,3-5 km,3474,KCXL,KCXL,CXL,Calexico International Airport,small_airport,06025,Imperial,800020014,80002,Country Of Mexico,BAJA CALIFORNIA NORTE,32.633671,-115.504995,FALSE,FALSE
7953,540,2991.57341465041,2.9915734146504103,1-3 km,3479,KDAL,KDAL,DAL,Dallas Love Field,large_airport,48113,Dallas,481130069,48113,Texas,Dallas,32.820061,-96.860117,TRUE,FALSE
7959,241,4188.025312022252,4.188025312022252,3-5 km,3483,KDCA,KDCA,DCA,Ronald Reagan Washington National Airport,large_airport,51013,Arlington,110010039,11001,District Of Columbia,District of Columbia,38.864279,-76.991642,FALSE,FALSE
7961,548,785.7203740840171,0.7857203740840171,0-1 km,19618,KDCU,KDCU,DCU,Pryor Field Regional Airport,small_airport,01083,Limestone,010830005,01083,Alabama,Limestone,34.645848,-86.947311,TRUE,FALSE
7970,89,2547.9262554788374,2.5479262554788376,1-3 km,3487,KDET,KDET,DET,Coleman A. Young Municipal Airport,medium_airport,26163,Wayne,261630019,26163,Michigan,Wayne,42.43084,-83.000138,TRUE,FALSE
7983,308,3393.1655078252684,3.3931655078252683,3-5 km,19635,KDKX,KDKX,DKX,Knoxville Downtown Island Airport,small_airport,47093,Knox,470930022,47093,Tennessee,Knox,35.968734,-83.911379,TRUE,FALSE
7984,169,3272.699664116673,3.272699664116673,3-5 km,19636,KDLC,KDLC,DLC,Dillon County Airport,small_airport,45033,Dillon,450330001,45033,South Carolina,Dillon,34.420552,-79.37651,TRUE,FALSE
8001,593,3838.459474339295,3.838459474339295,3-5 km,19648,KDPA,KDPA,DPA,Dupage Airport,medium_airport,17043,DuPage,170890113,17089,Illinois,Kane,41.884417,-88.282692,FALSE,FALSE
8014,651,4163.006507503324,4.163006507503324,3-5 km,19658,KDTL,KDTL,DTL,Detroit Lakes Airport,small_airport,27005,Becker,270052013,27005,Minnesota,Becker,46.851811,-95.846272,TRUE,FALSE
8030,442,524.626347223124,0.524626347223124,0-1 km,19672,KDVT,KDVT,DVT,Phoenix Deer Valley Airport,small_airport,04013,Maricopa,040134018,04013,Arizona,Maricopa,33.68449,-112.08633,TRUE,FALSE
8172,314,3599.0960006814266,3.5990960006814268,3-5 km,19783,KEVY,KEVY,EVY,Summit Airport,small_airport,10003,New Castle,100031007,10003,Delaware,New Castle,39.551279,-75.732015,TRUE,FALSE
8176,574,4002.9047698880154,4.002904769888016,3-5 km,3521,KEWR,KEWR,EWR,Newark Liberty International Airport,large_airport,34013,Essex,340130003,34013,New Jersey,Essex,40.720989,-74.192892,TRUE,FALSE
8234,7,4918.0948159932095,4.91809481599321,3-5 km,3524,KFAT,KFAT,FAT,Fresno Yosemite International Airport,large_airport,06019,Fresno,060190008,06019,California,Fresno,36.781333,-119.77319,TRUE,FALSE
8234,552,4997.470647928605,4.997470647928605,3-5 km,3524,KFAT,KFAT,FAT,Fresno Yosemite International Airport,large_airport,06019,Fresno,060190011,06019,California,Fresno,36.78538,-119.77321,TRUE,FALSE
8250,484,4541.8660519513205,4.54186605195132,3-5 km,19860,KFET,KFET,FET,Fremont Municipal Airport,small_airport,31053,Dodge,310530005,31053,Nebraska,Dodge,41.425,-96.48,TRUE,FALSE
8297,575,930.2261933876892,0.9302261933876893,0-1 km,3539,KFRG,KFRG,FRG,Republic Airport,medium_airport,36103,Suffolk,361030005,36103,New York,Suffolk,40.73669,-73.41664,TRUE,FALSE
8368,173,4501.344787057006,4.501344787057006,3-5 km,19945,KGGE,KGGE,GGE,Georgetown County Airport,small_airport,45043,Georgetown,450430007,45043,South Carolina,Georgetown,33.347903,-79.298192,TRUE,FALSE
